"Y","LnpA","LnpB","LnpC2","LnpD","LnbA","LnbB","LnbC","LnbD","GnbG","GnbC","GnbD","GnbB","GngA","LnbX","LnbY","GnbX","EngBF"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
